"name2","address2","city2","zip2"
"LOOBYS SOUTHERN BBQ","12960 CHARNEY RHODEN RD","GLEN ST MARY","32040"
"DELILAHS LOUNGE","3003 N UNIVERSITY DR","SUNRISE","33322"
"LEGENDS NORTH 6","601 SANSBURYS WAY 7","WEST PALM BEACH","33411"
"GRANDMA BS ICECREAM DREAM","4913 RATTLESNAKE HAMMOCK RD","NAPLES","34113"
"DUNKIN DONUTS 353576","7908 BLANDING BLVD STE 1","JACKSONVILLE","32244"
"BOOKMARK CAFE","2755 ESTERO BLVD","FORT MYERS BEACH","33931"
"SUBWAY 35836","7908 BLANDING BLVD  2","JACKSONVILLE","32244"
"VIKINGS STEAK SEAFOOD & SUSHI BUFFET","5040 W ATLANTIC AVE","DELRAY BEACH","33484"
"CLOVERMINT CAFÃ & MARKET","3433 GRIFFIN RD","FORT LAUDERDALE","33312"
"ADRIAN FISH MARKET & RESTAURANT CORP","13115 W OCKEECHOBEE RD UNITS 115 11","HIALEAH GARDENS","33018"
"LEGENDS NORTH 5","601 SANSBURYS WAY 7","WEST PALM BEACH","33411"
"JOHNNY SWIRLS","120 NORTH COASTAL WAY","JUPITER","33477"
"LA HACIENDITA GROCERY","850 S 21ST ST LOCAL E","FORT PIERCE","34950"
"SUBWAY 60233 INC","3200 NW 79TH ST","MIAMI","33147"
"BIG CAT SNACKS","4716 CRONIN BLVD","SARASOTA","34232"
"MOES SOUTHWEST GRILL","12681 BARTRAM PARK BLVD","JACKSONVILLE","32258"
"CULVERS","3515 CORTEZ RD","BRADENTON","34210"
"CHICKEN SALAD CHICK","36150 EMERALD COAST PKWY 111","DESTIN","32541"
"LUX NIGHTCLUB","4000 RCA BLVD","PALM BEACH GARDENS","33410"
"PARAGON GROVE 13/BACKLOT RESTAURANT","3015 GRAND AVE 322 A&B","MIAMI","33133"
"THE LOT BAR & LOUNGE","3984 W HILLSBORO BLVD","DEERFIELD BEACH","33442"
"BLUE JASPER","5718 CORTEZ ROAD WEST","BRADENTON","34210"
"BURGER FI","108 RIVERSIDE AVENUE SUITE 501","JACKSONVILLE","32202"
"BUNNYS BARBECUE LLC","430 PEACE LANE","MELBOURNE BEACH","32951"
"FREDDYS FROZEN CUSTARD & STEAKBURGER","6224 N LOCKWOOD RIDGE ROAD","SARASOTA","34243"
"FUHGEDDABOUTIT BAR & GRILL","4607 MILE STRETCH DR","HOLIDAY","34690"
"MARCOS PIZZA","16818 FRONT BEACH RD","PANAMA CITY BEACH","32413"
"B B GO","13475 ATLANTIC BLVD 14","JACKSONVILLE","32225"
"BLUE WATER CAFE","5301 N FEDERAL HWY 190","BOCA RATON","33487"
"AMIES SANDWICH SPOT & MORE LLC","39013 CR 54","ZEPHYRHILLS","33542"
"REAL DEL MONTE PASTES Y MAS","1417 CLEVELAND ST","CLEARWATER","33755"
"TOP HAT","415 NE 3RD STREET","FORT LAUDERDALE","33301"
"BEECH STREET BAR & GRILL","801 BEECH ST","FERNANDINA BEACH","32034"
"DROUBIS CAFÃ & SWEETS","915 KING ST","JACKSONVILLE","32204"
"ASERE","1810 NW 21 TERRACE","MIAMI","33142"
"OFELIA HOT DOGS","12705 NW 42 AVE K6","OPA-LOCKA","33054"
"CHICK FIL A PALM BEACH LAKES 1682","2070 PALM BEACH LAKES BLVD","WEST PALM BEACH","33409"
"TOTAL CAFETERIA","1401 NW 23 ST","MIAMI","33142"
"CHICK FIL A AT OKEECHOBEE & TURNPIKE 2201","6076 OKEECHOBEE BLVD","WEST PALM BEACH","33417"
"BASIL THAI","7535 SW 88TH STREET FC 1360","MIAMI","33156"
"NEW YORK SUBS & WINGS","1388 E OAKLAND PARK BLVD","OAKLAND PARK","33334"
"RIDDLE ON THE GRIDDLE","3028 ROXBURY DR","HOLIDAY","34691"
"LOIC AUTRET ARTISAN FRENCH BAKERY","814 NE 6 AVE","DELRAY BEACH","33483"
"MARCOS BAR & GRILL","2624 TAMIAMI TRL E","NAPLES","34112"
"CHICK FIL A @ CYPRESS LAKE PLAZA","13610 S TAMIAMI TRL","FORT MYERS","33912"
"FLIPPOS","3868 N UNIVERSITY DR","SUNRISE","33351"
"CARROLLWOOD BUBBAQUES","12913 N DALE MABRY HWY","TAMPA","33614"
"PAPALANI GELATO OF BOCA","16950 JOG RD 111","DELRAY BEACH","33446"
"INDIAN DELIGHTS CATERING LLC","1255 BELLE AVE 172","WINTER SPRINGS","32708"
"FAT & HAPPY LLC","1495 SEMINOLA BLVD 1019","CASSELBERRY","32707"
"CULVERS","8425 US 19","PORT RICHEY","34668"
"TAQUERIA LAS DELICIAS","1206 W ROBINSON ST","ORLANDO","32805"
"SINOS PIZZERIA","7159 PHILIPS HWY 102","JACKSONVILLE","32256"
"ALFREDS NEW ORLEANS CAFE","7917 FLOWER AVE STE 100","TAMPA","33619"
"REFUEL","2360 COLLINS AVE","MIAMI","33139"
"WXYZ","2360 COLLINS AVENUE","MIAMI","33139"
"WORLD OF BEER","4437 LYONS RD STE E 101","COCONUT CREEK","33073"
"EL CHARRITO","12307 N NEBRASKA AVE","TAMPA","33612"
"SUM YUM GAI","1403 WASHINGTON AVE","MIAMI BEACH","33139"
"FABIO TRATTORIA","28340 TRAILS EDGE BLVD STE 9","BONITA SPRINGS","34134"
"NIPPON SUSHI","5100 N 9TH AVE SP G714A","PENSACOLA","32504"
"HONG KONG ASIAN CUSINE","6618 OLD WINTER GARDEN RD","ORLANDO","32835"
"ICHIBAN BUFFET","735 N COURTENAY PKWY","MERRITT ISLAND","32953"
"ROYAL LAKES COUNTRY CLUB","16235 PLAYERS DR","LAKEWOOD RANCH","34202"
"FAITH VIETNAMESE CUISINE","808 W UNIVERSITY AVENUE","GAINESVILLE","32601"
"HAAGEN DAZS","1670 COLLINS AVENUE","MIAMI BEACH","33139"
"CHICHY PIZZA AND MORE INC","12018 SW 88 ST","MIAMI","33186"
"SUBWAY","819 SE 17 STREET","FORT LAUDERDALE","33316"
"COSMOS3 CAFE","13336 66 ST N","LARGO","33773"
"CORK AND BARREL","15880 SAN CARLOS BLVD SUITE 110","FORT MYERS","33908"
"TC MELTS","935 PARK AVE","LAKE PARK","33403"
"GREEN AMERICAN FOOD CORP","470 ANSIN BLVD STE E","HALLANDALE BEACH","33009"
"FABLES CATERING & SUCH","1323 S MAIN ST","GAINESVILLE","32601"
"88 CHINESE ORLANDO LLC","4175 TOWN CENTER BLVD","ORLANDO","32837"
"BEEFSTROS","13180 LIVINGSTON RD","NAPLES","34109"
"FINE SWINE BBQ","633 E NOBLE AVE","WILLISTON","32696"
"OPINION LOUNGE","19201 CORTEZ BLVD","BROOKSVILLE","34601"
"RAYS","4511 JAMES L REDMAN PKWY","PLANT CITY","33567"
"YEUNGS LOTUS EXPRESS","10300 WEST FOREST HILL BLVD STE 101","WELLINGTON GREEN","33414"
"CHICK FIL A","17513 BRUCE B DOWNS BLVD","TAMPA","33647"
"RAYS NEW YORK PIZZERIA OF COOPER CITY LLC","2711 N HIATUS RD","COOPER CITY","33026"
"CHICK FIL A LAKE BUENA VISTA","13448 APOPKA VINELAND RD","ORLANDO","32821"
"ISLAND KITCHEN","1315 NEW WARRINGTON RD","PENSACOLA","32506"
"GANDOLFOS NEW YORK DELI","4820 DEER LAKE DR W 13","JACKSONVILLE","32246"
"CHURRASCOS","2777 NW 79 AVE","DORAL","33122"
"ORLANDO ICE 26 VIN 8720","2640 KUNZE AVENUE","ORLANDO","32806"
"WOODYS BAR B Q","8206 PHILIPS HWY 25","JACKSONVILLE","32256"
"ZAPATA MEXICAN ROTISSERIE","830 N DIXIE HWY","LAKE WORTH","33460"
"CHICK FIL A","3200 US 90 W","LAKE CITY","32055"
"FIGUEIRA BRAZILIAN GRILLE & PIZZA BAR","4104 MILLENIA BLVD 106","ORLANDO","32839"
"ATHENAZ DINER LLC","2960 W SR 426 1000","OVIEDO","32765"
"COLD STONE CREAMERY","1631 ALTON RD","MIAMI BEACH","33139"
"LITTLE CHINA","1930 N JOHN YOUNG PKWY","KISSIMMEE","34741"
"THE ORIGINAL PANCAKE HOUSE","6650 DYKES RD","SOUTHWEST RANCHES","33331"
"GRAFFITI JUNKTION","3114 W BAY TO BAY BLVD","TAMPA","33629"
"TASTE OF CHICAGO","3291 40TH AVE N","ST. PETERSBURG","33714"
"BELLA LUNA CAFE","200 MIAMI AVE WEST","VENICE","34285"
"PRINGLES HOT DOG CART","1411 ROSELAND AVE S","SEBRING","33870"
"GIOVANNIS ITALIAN RESTAURANT & PIZZERIA","10663 NARCOOSSEE RD","ORLANDO","32832"
"PARAMOUNT FINE FOODS","8371 INTERNATIONAL DR 60","ORLANDO","32819"
"FAIRFIELD INN & SUITES","4735 HELEN HAUSER BLVD","TITUSVILLE","32780"
"JIMMY JOHNS GOURMET SANDWICH STORE 2119","3670 N ATLANTIC AVE","COCOA BEACH","32931"
"CHINA CANTON RESTAURANT","328 E DANIA BEACH BLVD","DANIA BEACH","33004"
"ROSA PIZZA","901 US HWY 27 NORTH","SEBRING","33870"
"OCEANSIDE PIZZA & GRILL INC","300 OCEAN AVE 6 7","MELBOURNE BEACH","32951"
"COMFORT SUITES","9932 E ADAMO DR","TAMPA","33619"
"BOSTON GRINDERS LLC","1618 PLEASANT HILL RD","KISSIMMEE","34746"
"THE SCHNITZEL FACTORY","1053 NE 14 ST","OCALA","34470"
"DOMINOS PIZZA","19526 CORTEZ BLVD","BROOKSVILLE","34601"
"TARPON TURTLE GRILL & MARINA LLC","1513 LAKE TARPON AVE","TARPON SPRINGS","34689"
"COLD STONE CREAMERY BRANDON","2024 BADLANDS DR","BRANDON","33511"
"JADE BISTRO","2425 EDGEWATER DR","ORLANDO","32804"
"LA NOPALERA MEXICAN RESTAURANT","11112 SAN JOSE BLVD 23","JACKSONVILLE","32223"
"CHINESE DELIGHT","4300 CLARCONA OCOEE RD 209","ORLANDO","32810"
"FOOQS","1035 N MIAMI AVE 103","MIAMI","33136"
"FAIRFIELD INN & SUITES","4355 W NEW HAVEN AVE","WEST MELBOURNE","32904"
"CHICK FIL A CORTEZ PLAZA","4573 14 ST W","BRADENTON","34207"
"MARLEN RAVELO PENA","930 NE 4 AVE","HOMESTEAD","33030"
"OCEANSIDE BEACH GRILL","1848 S OCEANSHORE BLVD","FLAGLER BEACH","32136"
"DUDLEYS","305 E INTL SPEEDWAY BLVD 3","DELAND","32724"
"UNDERWRAPS","1703 APALACHEE PARKWAY","TALLAHASSEE","32301"
"DAT LUCKY DOG","3592 ALOMA AVE","WINTER PARK","32792"
"IZZYS FISH AND OYSTER BAR","423 WASHINGTON AVE","MIAMI BEACH","33139"
"CHARLIES SUBS & GRILL OF PORT CHARLOTTE LLC","4290 JAMES ST 1","PORT CHARLOTTE","33980"
"PLAZA GUADALAJARA MEXICAN RESTAURANT","18660 US HWY 441","MOUNT DORA","32757"
"AMMYS CATERING AND CONCESSIONS LLC","78 SARASOTA CENTER BLVD","SARASOTA","34240"
"VESUVIO RESTAURANT","2114 W 68 ST","HIALEAH","33016"
"FRESHROOTS KITCHEN","1605 E PLAZA DR STE 101","TALLAHASSEE","32308"
"CHILIS","15640 PANAMA CITY BEACH PKWY","PANAMA CITY BEACH","32413"
"GOL","940 71 ST","MIAMI BEACH","33141"
"PATIO TAPAS & BEER","205 SE 1 AVE","BOCA RATON","33432"
"VIVA CAFE","325 JOHN KNOX RD STE F 104","TALLAHASSEE","32303"
"NEW CHINA","775 W DR MARTIN LUTHER KING JR BLV","SEFFNER","33584"
"SOUVLAKI ON THE GO","1400 SEMINOLE BLVD","LARGO","33770"
"AJS NEIGHBORHOOD BAR & GRILL","120 MARTIN LUTHER KING JR BLVD","APALACHICOLA","32320"
"FROYS TACOS LLC","958 JAMAICAN DR","WEST PALM BEACH","33415"
"MARCUS POINTE GOLF CLUB","2500 OAK POINTE DRIVE","PENSACOLA","32505"
"REO ST CAFE","4919 MEMORIAL HIGHWAY","TAMPA","33634"
"PVO BAR & GRILL","377 S ROSCOE BLVD","PONTE VEDRA BEACH","32082"
"CHICK FIL A THE LOOP","3286 N JOHN YOUNG PKWY","KISSIMMEE","34741"
"BLU SUSHI","2262 FIRST ST STE 104","FORT MYERS","33901"
"WINGSTOP","5324 10 BLANDING BLVD","JACKSONVILLE","32210"
"KEBABLICIOUS LLC","24862 US 19 N 504","CLEARWATER","33763"
"THE ORIGINAL PANCAKE HOUSE","8460 W BROWARD BLVD","PLANTATION","33324"
"MICHELLES CAFE & CATERING INC","2601 W BROWARD BLVD","FORT LAUDERDALE","33312"
"HOBOZ FINE DINING","1833 EVEREST PKWY","CAPE CORAL","33904"
"WENDYS  11460","3003 NE 8 ST","HOMESTEAD","33033"
"LARRYS POOL SIDE GRILL","1355 ERROL PKWY","APOPKA","32712"
"PALMER LEGENDS COUNTRY CLUB","1635 PALMER WAY","THE VILLAGES","32162"
"RC CARIBBEAN RESTAURANT","3760 NE 3 AVE","POMPANO BACH","33064"
"CARVEL","6608 HYPOLUXO RD","LAKE WORTH","33467"
"HERSHEYS ICE CREAM OF ORMOND BEACH","145 E GRANADA BLVD","ORMOND BEACH","32176"
"CACHITAS CAFE","409 E OKEECHOBEE RD","HIALEAH","33010"
"THE BRASS TAP","3833 SW ARCHER RD BLDG B","GAINESVILLE","32608"
"BAMBOO WOK","5151 US HWY 98 S","LAKELAND","33812"
"PLUM TREE CHINESE RESTAURANT","10627 NARCOOSSEE RD","ORLANDO","32832"
"CHICK FIL A AT SAND LAKE ROAD FSU","7333 W SAND LAKE RD","ORLANDO","32819"
"SUBWAY 22246","5839 SW 75 ST","GAINESVILLE","32608"
"WAUCHULA FAMILY RESTAURANT","502 S 6 AVE","WAUCHULA","33873"
"DUNKIN DONUTS","2741 SR 7","WELLINGTON","33414"
"LAS BRISAS","9785 S ORANGE BLOSSOM TRL STE E","ORLANDO","32837"
"BARTON G ON THE BOULEVARD","1427 W AVE","MIAMI BEACH","33139"
"DIXIE TRACKS CAFE","4820 N DIXIE HWY","OAKLAND PARK","33334"
"CHICK FIL A AT ST PETE BEACH","4623 GULF BLVD","ST. PETERSBURG","33706"
"SUBWAY 11975","5200 NW 43 ST","GAINESVILLE","32606"
"SUBWAY 38191","3424 SW WILLISTON RD","GAINESVILLE","32608"
"SUBWAY 56780","5700 NW 23 ST","GAINESVILLE","32653"
"SUSHI PALACE","626 MARSH LANDING PKWY","JACKSONVILLE BEACH","32250"
"SUBWAY 305","1805 SW 13 ST","GAINESVILLE","32608"
"U SCREAM ICE CREAM","471 SW STATE RD 247 SUITE 109","LAKE CITY","32025"
"JERSEY MIKES SUBS","2350 N FEDERAL HWY SUITE 105","POMPANO BEACH","33062"
"UMI","525 S PARK AVE","WINTER PARK","32789"
"THE COPPER BULL LLC","7279 NAVARRE PKWY","NAVARRE","32566"
"DIXIE FISH CO","714 FISHERMANS WHARF","FORT MYERS BEACH","33931"
"SALS ITALIAN RISTORANTE","861 YAMATO RD BAY 2","BOCA RATON","33431"
"DON PERROS CAFE AND BAKERY","954 NE PINE ISLAND RD  D","CAPE CORAL","33909"
"CKS SOUL FOOD","1013 MAIN ST","PALATKA","32177"
"FLASHFIRE PIZZA","2949 N FEDERAL HWY STE 2","FT. LAUDERDALE","33306"
"LABADIE BAR RESTAURANT AND BAKERY","2620 FOWLER ST","FORT MYERS","33901"
"FUSION BOWL CAPHE LLC","504 E KENNEDY BLVD","TAMPA","33602"
"PIZZA HUT 31184","1169 GULF BREEZE PKWY","GULF BREEZE","32561"
"CASEYS CHUCK WAGON","60 E MAIN ST","APOPKA","32703"
"PIZZA HUT 31185","50 HOLIDAY RD N","MIRAMAR BEACH","32550"
"PIZZA HUT 31183","759 N FERDON BLVD","CRESTVIEW","32536"
"PIZZA HUT 31186","1017 JOHN SIMS PKWY E","NICEVILLE","32578"
"PIZZA HUT 31181","141 MIRACLE STRIP PKWY SW","FORT WALTON BEACH","32548"
"WILLY TS CRAB SHACK","12890 W COLONIAL DR","WINTER GARDEN","34787"
"PIZZA HUT 31180","1027 HWY 98 E","DESTIN","32541"
"PIZZA HUT 31209","430 RACETRACK RD NE STE A","FORT WALTON BEACH","32547"
"MAYANJALI INC","1114 WHITE ST","KEY WEST","33040"
"J&R CATERING SERVICE","17949 32ND LN NORTH","WEST PALM BEACH","33470"
"CHINA TASTE","4335 S HWY 27 STE A6","CLERMONT","34711"
"PAPA GIBS BBQ","123 N HWY 27","LAKE PLACID","33852"
"SALTYS ISLAND BAR AND GRILLE","437 S GULFVIEW BLVD","CLEARWATER","33767"
"RUNAWAY BEACH CLUB","3000 BONFIRE BEACH DR","KISSIMMEE","34746"
"DUNKIN DONUTS","9898 INTERNATIONAL DR","ORLANDO","32819"
"SUBWAY 2251","660 E EAU GALLIE BLVD UNIT 103","INDIAN HARBOUR BEACH","32937"
"CONNECTION CAFE","1207 3 AVE W","BRADENTON","34205"
"RED ROBIN GOURMET BURGERS AND BREWS","1900 W NEW HAVEN AVE","MELBOURNE","32904"
"GREAT EATS LLC","515 N FLAGLER DR STE 201","WEST PALM BEACH","33401"
"SIP 85","4940 RIDGEMOOR BLVD","PALM HARBOR","34685"
"PAPA HUGHIES SEAFOOD WORLD INC","4602 N FEDERAL HWY","LIGHTHOUSE POINT","33064"
"WENDYS 158","3451 BANNERMAN RD","TALLAHASSEE","32312"
"WENDYS 155","2122 CAPITAL CIR NE","TALLAHASSEE","32308"
"WENDYS 156","3030 W PENSACOLA ST","TALLAHASSEE","32304"
"WENDYS 157","1494 CAPITAL CIR NW","TALLAHASSEE","32303"
"FOUR SEASONS RESTAURANT","8208 GLADES RD C3","BOCA RATON","33434"
"HAMPTON INN & SUITES LAKE MARY AT COLONIAL TOWNPARK","850 VILLAGE OAK LANE","LAKE MARY","32746"
"DUNKIN DONUTS","915 N HWY 27","MINNEOLA","34715"
"CHICK FIL A 1986","1814 TAMIAMI TRL","PORT CHARLOTTE","33948"
"DOWN HOME DELI","2900 W SAMPLE RD FC 120","POMPANO BEACH","33073"
"DENNYS RESTAURANT","351 E MAIN ST","APOPKA","32703"
"BEEF O BRADYS BUSHNELL LLC","2586 W CR 48","BUSHNELL","33513"
"BEEF O BRADYS THE VILLAGES MULBERRY","8720 SE 165 MULBERRY LN","THE VILLAGES","32162"
"LEPICERIE AT WYNWOOD","195 197 NW 36 ST","MIAMI","33127"
"FROSTBITE FREDDIES @WDW","1500 W BUENA VISTA DR","LAKE BUENA VISTA","32830"
"PHO PLUS INC","1404 DEL PRADO BLVD S  STE 185","CAPE CORAL","33990"
"BELLA TUSCANY RISTORANTE ITALIANO","13424 SUMMERPORT VILLAGE PKWY","WINDERMERE","34786"
"WENDYS 150","1828 N MONROE ST","TALLAHASSEE","32303"
"HOT KIM CHI LLC","496 N FERDON BLVD","CRESTVIEW","32536"
"REGGAE JAMMINS CAFE LLC","1334 SW BAYSHORE BLVD","PORT SAINT LUCIE","34983"
"CABANA DANS AT BAREFOOT","505 BAREFOOT BEACH BLVD","BONITA SPRINGS","34134"
"1 CUBAN TROPICANA RESTAURANT INC","86 W 29TH STREET","HIALEAH","33012"
"FAROFA THE TASTE OF BRAZIL","11865 SW 26TH ST J 1","MIAMI","33175"
"PENTHOUSE","2840 HAMMONDVILLE ROAD","POMPANO BEACH","33069"
"SPRING GARDEN FAMILY RESTAURANT","1018 62 AVE N","ST. PETERSBURG","33702"
"BULL FROG CREEK BAR & LIQUOR STORE","11210 US 41 S","GIBSONTON","33534"
"AQUA PRIME","213 GULF BLVD","INDIAN ROCKS BEACH","33785"
"SWEET KISS ICE CREAM","2101 INDIAN RIVER BLVD","VERO BEACH","32960"
"WENDYS 151","3439 THOMASVILLE RD","TALLAHASSEE","32308"
"WENDYS 152","1950 W PENSACOLA ST","TALLAHASSEE","32304"
"WENDYS 153","1901 APALACHEE PKWY","TALLAHASSEE","32301"
"WENDYS 154","2525 S MONROE ST 1","TALLAHASSEE","32301"
"DECENT PIZZA","1026 N MONROE ST","TALLAHASSEE","32303"
"BOBKATZ BAR & GRILL","12340 US 19","HUDSON","34667"
"MR TEQUILA CANTINA INC","3969 CATTLEMAN ROAD SUITE 140 150","SARASOTA","34233"
"VINO","1910 HARRISON ST","HOLLYWOOD","33020"
"TACO DIVE","208 NORTH 2ND ST","FORT PIERCE","34950"
"CHICK FIL A TYRONE BOULEVARD","2471 TYRONE BLVD N","ST. PETERSBURG","33710"
"CHAI YO THAI ON WHEELS","5210 N FLORIDA AVE","TAMPA","33603"
"SAMAN AREPAS BISTRO","4709 NW 79 AVE","DORAL","33166"
"SAKADA JAPANESE STEAK HOUSE","120 SAN MARCO AVE","SAINT AUGUSTINE","32084"
"DOMINOS PIZZA 5058","6548 LAKE WORTH RD","LAKE WORTH","33467"
"FRANKIES PIZZERIA","13452 BISCAYNE BLVD","NORTH MIAMI","33181"
"THE VINTAGE HOUSE","2004 6TH AVE WEST","BRADENTON","34205"
"MELLOW MUSHROOM","5790 JOURNEYS END WAY","PORT ORANGE","32127"
"ARAMARK AT EMERALD COAST CONFERENCE CENTER","1250 MIRACLE STRIP PKWY SE","FORT WALTON BEACH","32548"
"GOODFELLAS PIZZERIA","11873 E COLONIAL DR","ORLANDO","32826"
"1010 BREWING CO","1010 VIRGINIA DR","ORLANDO","32803"
"JIMMY JOHNS","6317 NORTH ANDREWS AVE 2336","FORT LAUDERDALE","33309"
"HYDE OUT","1809 W PLATT ST","TAMPA","33606"
"JESSICAS BISTRO","426 SW COMMERCE DR 115","LAKE CITY","32025"
"CARVEL","6302 FOREST HILL BLVD","GREENACRES","33415"
"NIKUDO JAPANESE BUFFET","18812 S DIXIE HWY","CUTLER BAY","33157"
"ORCHID ISLAND BREWERY","2855 OCEAN DR B 2","VERO BEACH","32963"
"CHICAGOS LITTLE ITALY","24436 SR 54","LUTZ","33559"
"LA VILLA DE DON POLLO","19361 S DIXIE HWY","CUTLER BAY","33157"
"THE BAY HOUSE","799 WALKERBILT RD","NAPLES","34110"
"WHATABURGER 973","289 BLANDING BLVD","ORANGE PARK","32073"
"WHATABURGER 965","6920 NAVARRE PKWY","NAVARRE","32566"
"WHATABURGER 941","1790 W FAIRFIELD DR","PENSACOLA","32501"
"PIZZAMORE","722 E 5 AVE","MOUNT DORA","32757"
"WHATABURGER 871","3860 UNIVERSITY BLVD W","JACKSONVILLE","32217"
"WHATABURGER 1030","11749 PANAMA CITY BEACH PKWY","PANAMA CITY BEACH","32407"
"WHATABURGER 1033","2401 S HWY 77","LYNN HAVEN","32444"
"MCDONALDS","1205 S MILITARY TRAIL","DEERFIELD BEACH","33442"
"CEDAR RIVER SEAFOOD OF LAKE CITY","1592 W US HWY 90","LAKE CITY","32055"
"WHATABURGER 575","2511 APALACHEE PKWY","TALLAHASSEE","32301"
"WHATABURGER 913","2434 US 331 S","DEFUNIAK SPRINGS","32434"
"WHATABURGER 909","463773 SR 200","YULEE","32097"
"WHATABURGER 931","5648 WOODBINE RD","PACE","32571"
"WHATABURGER 888","1135 GULF BREEZE PKWY","GULF BREEZE","32561"
"WHATABURGER 912","1701 W TENNESSEE ST","TALLAHASSEE","32304"
"WHATABURGER 890","2300 HWY 29 S","CANTONMENT","32533"
"WHATABURGER 886","7755 NORMANDY BLVD","JACKSONVILLE","32221"
"WHATABURGER 874","8840 BEACH BLVD","JACKSONVILLE","32216"
"WHATABURGER 923","4450 HWY 20 E","NICEVILLE","32578"
"SANDYS MEXICAN RESTAURANT","927 OHIO AVE S","LIVE OAK","32064"
"VILLAGE INN","215 HARBOR BLVD E","DESTIN","32541"
"TINDRUM ASIA CAFE","3689 TAMPA ROAD","OLDSMAR","34677"
"THE BRASS TAP","551 N FEDERAL HWY STE 600","FORT LAUDERDALE","33301"
"WAFFLE HOUSE 2158","4459 W HILLSBOROUGH AVE","TAMPA","33614"
"SHOKUDO 413","413 S WOODLAND BLVD","DELAND","32720"
"HAMPTON INN & SUITES","20 SUMMIT OAK PL","DELAND","32720"
"TIAS AUTHENTIC LATIN FOOD","7177 ULMERTON RD","LARGO","33771"
"SHARKY & JACKS BAR & GRILL","7299 UNIVERSAL BLVD","ORLANDO","32819"
"JIMMY JOHNS RESTAURANT","14653 MIRAMAR PKWY","MIRAMAR","33027"
"CAFE SAN JUAN","1807 W FLAGLER ST","MIAMI","33135"
"EL GALLEGO SPANISH RESTAURANT INC","7171 SW 8 ST","MIAMI","33144"
"CHEZ PASTA N PIZZA","1675 W 49 ST STE 1244","HIALEAH","33012"
"CHINA EXPRESS","919 LITHIA PINECREST RD","BRANDON","33511"
"ROYAL THAI RESTAURANT","4214 DUNCAN RD","PUNTA GORDA","33982"
"WHATABURGER 169","5070 N 9 AVE","PENSACOLA","32504"
"WHATABURGER 168","815 E BURGESS RD","PENSACOLA","32504"
"WHATABURGER 25","1313 NEW WARRINGTON RD","PENSACOLA","32506"
"WHATABURGER 165","2586 N MONROE ST","TALLAHASSEE","32303"
"WHATABURGER 72","1101 THOMASVILLE RD","TALLAHASSEE","32303"
"WHATABURGER 805","10725 EMERALD COAST PKWY","DESTIN","32550"
"WHATABURGER 164","815 LAKE BRADFORD RD","TALLAHASSEE","32304"
"WHATABURGER 804","101 HWY 98 E","DESTIN","32541"
"WHATABURGER 55","23 MIRACLE STRIP PKWY SW","FORT WALTON BEACH","32548"
"WHATABURGER 493","399 MARY ESTHER CUT OFF NW","FORT WALTON BEACH","32548"
"WHATABURGER 865","1201 ATLANTIC BLVD","NEPTUNE BEACH","32266"
"WHATABURGER 42","417 E GREGORY ST","PENSACOLA","32502"
"FRIED RICE AND WINGS","1541 W BLUE HERON BLVD","RIVIERA BEACH","33404"
"WHATABURGER 854","6129 MOBILE HWY","PENSACOLA","32526"
"WHATABURGER 505","214 E NINE MILE RD","PENSACOLA","32514"
"WHATABURGER 779","3850 S FERDON BLVD","CRESTVIEW","32536"
"WHATABURGER 932","5346 STEWART ST","MILTON","32570"
"WHATABURGER 803","190 EGLIN PKWY NE","FORT WALTON BEACH","32548"
"WHATABURGER 763","4983 HWY 90","PACE","32571"
"WHATABURGER 867","1517 CR 220","ORANGE PARK","32003"
"VISANI ENTERTAINMENT INC","2400 KINGS HWY","PORT CHARLOTTE","33980"
"DOMINOS PIZZA 3272","9590 SW SR 200 5","OCALA","34481"
"MINO LLC","1100 6TH AVE S STE 1","NAPLES","34102"
"CRAZY BOBS SNACK BAR","14414 FRONT BEACH RD","PANAMA CITY BEACH","32413"
"FISH CRAZY RESTAURANT AND FISH MARKET","14700 TAMIAMI TRL N STE 14 17","NAPLES","34110"
"PANERA BREAD","9970 UNIVERSITY PLAZA DR","FORT MYERS","33913"
"PERSONAL CHEF TONY","3280 SUNTREE BLVD 105","MELBOURNE","32940"
"SLUGGOS VEGETARIAN RESTAURANT","101 S JEFFERSON ST","PENSACOLA","32502"
"VINNYS NY STYLE PIZZA","105 YACHT CLUB DR","SAINT AUGUSTINE","32084"
"Y & O PERUVIAN FOOD LLC","20500 S DIXIE HWY","CUTLER BAY","33189"
"RED RAES RESTAURANT","12011B PANAMA CITY BEACH PKWY","PANAMA CITY BEACH","32407"
"TACO TWIST","705 W COLONIAL DR","ORLANDO","32804"
"VIANS GAMBLE","481 MARY ESTHER BLVD","MARY ESTHER","32569"
"ROCK STEADY JUICE JOINT & ACAI BAR","201 N US 1 STE C 5B","JUPITER","33477"
"WING KING EXPRESS","217 W 8 ST","JACKSONVILLE","32206"
"TKS JAVA SWEETS","3985 CORTEZ RD W","BRADENTON","34210"
"SUSHI2MEE LLC","11865 SW 26 ST C26","MIAMI","33175"
"CHINA MOON","18933 SR 54","LUTZ","33558"
"BEN JAMMIN ISLAND JERKY","241 13TH AVE N","JACKSONVILLE BEACH","32250"
"CARAMBOLA","400 MANDALAY AVE","CLEARWATER","33767"
